cluster_representer_or_OG	OGsize	OGhypotetical_proteins	only_hypothetical_OG
LpyrH10_15_2050	21	21.0	True
LpyrH10_16_0010	33	33.0	True
LpyrH10_16_0740	33	5.0	False
LpyrH10_16_0750	34	34.0	True
LpyrH10_16_0760	35	5.0	False
LpyrH10_16_1070	31	10.0	False
LpyrH10_16_1190	33	9.0	False
LpyrH10_16_1210	59	3.0	False
LpyrH10_16_1600	35	35.0	True
LpyrH10_16_2040	54	23.0	False
LpyrH10_16_2060	35	35.0	True
LpyrH10_16_2280	58	21.0	False
LpyrH10_17_0070	31	8.0	False
LpyrH10_17_0120	40	40.0	True
LpyrH10_17_0340	36	6.0	False
LpyrH10_17_0610	15	15.0	True
LpyrH10_17_0870	32	5.0	False
LpyrH10_17_1030	32	32.0	True
LpyrH10_17_1270	36	6.0	False
LpyrH10_17_1330	10		False
LpyrH10_17_1530	35	35.0	True
LpyrH10_18_0240	73	6.0	False
LpyrH10_18_0270	36	9.0	False
LpyrH10_18_0390	35	35.0	True
LpyrH10_18_1130	65	35.0	False
LpyrH10_18_1300	65	61.0	False
LpyrH10_18_1420	57	6.0	False
LpyrH10_19_0450	27	6.0	False
LpyrH10_19_0500	32	32.0	True
LpyrH10_19_0660	65	64.0	False
LpyrH10_19_0850	34	34.0	True
LpyrH10_19_0860	65	64.0	False
LpyrH10_19_1090	65	64.0	False
LpyrH10_19_1980	36	36.0	True
LpyrH10_19_2150	64	63.0	False
LpyrH10_20_0210	34	34.0	True
LpyrH10_20_0220	37	37.0	True
LpyrH10_20_0420	34	34.0	True
LpyrH10_20_0720	60	7.0	False
LpyrH10_20_0870	35	35.0	True
LpyrH10_20_1160	33	11.0	False
LpyrH10_21_0570	93	26.0	False
LpyrH10_21_0760	32	5.0	False
LpyrH10_21_1310	55	12.0	False
LpyrH10_21_1320	31	31.0	True
LpyrH10_21_1390	63	61.0	False
LpyrH10_22_0430	23	2.0	False
LpyrH10_22_0680	62	24.0	False
LpyrH10_22_0990	15	15.0	True
LpyrH10_22_1040	35	24.0	False
LpyrH10_22_1060	47	10.0	False
LpyrH10_22_1350	34	33.0	False
LpyrH10_22_1410	30	6.0	False
LpyrH10_23_0110	34	34.0	True
LpyrH10_23_0120	33	33.0	True
LpyrH10_23_0690	17	9.0	False
LpyrH10_23_0710	10	10.0	True
LpyrH10_23_0930	54	6.0	False
LpyrH10_23_1090	33	32.0	False
LpyrH10_23_1260	35	6.0	False
LpyrH10_23_1280	34	20.0	False
LpyrH10_24_0100	20	7.0	False
LpyrH10_24_0360	58	58.0	True
LpyrH10_24_0470	32	32.0	True
LpyrH10_24_0680	35	34.0	False
LpyrH10_24_0750	34	11.0	False
LpyrH10_24_0760	32	7.0	False
LpyrH10_24_0810	36	12.0	False
LpyrH10_24_0860	33	30.0	False
LpyrH10_24_0970	53	46.0	False
LpyrH10_24_1030	35	35.0	True
LpyrH10_25_0210	33	9.0	False
LpyrH10_25_0590	11	1.0	False
LpyrH10_25_0730	34	34.0	True
LpyrH10_25_1040	34	10.0	False
LpyrH10_25_1470	32	11.0	False
LpyrH10_25_1610	34	10.0	False
LpyrH10_25_1750	66	66.0	True
LpyrH10_26_0190	64	6.0	False
LpyrH10_26_0350	22	22.0	True
LpyrH10_26_0380	34	9.0	False
LpyrH10_26_0590	33	5.0	False
LpyrH10_26_0900	35	35.0	True
LpyrH10_26_1020	29	3.0	False
LpyrH10_26_1070	36	36.0	True
LpyrH10_26_1090	64	10.0	False
LpyrH10_26_1250	14	14.0	True
LpyrH10_26_1370	23	23.0	True
LpyrH10_27_0550	35	33.0	False
LpyrH10_27_0640	34	11.0	False
LpyrH10_27_0850	22	22.0	True
LpyrH10_27_0900	25	25.0	True
LpyrH10_28_0040	34	34.0	True
LpyrH10_28_0140	47	19.0	False
LpyrH10_28_0450	31	31.0	True
LpyrH10_28_0490	33	33.0	True
LpyrH10_28_0550	38	37.0	False
LpyrH10_28_0810	29	29.0	True
LpyrH10_29_0060	20	1.0	False
LpyrH10_29_0470	79	79.0	True
LpyrH10_29_0590	38	37.0	False
LpyrH10_29_0610	38	38.0	True
LpyrH10_29_1450	24	8.0	False
LpyrH10_30_0180	17	17.0	True
LpyrH10_30_0440	29	13.0	False
LpyrH10_30_0520	58	33.0	False
LpyrH10_30_0730	35	10.0	False
LpyrH10_30_0940	35	35.0	True
LpyrH10_30_0950	24	11.0	False
LpyrH10_31_0340	33	5.0	False
LpyrH10_31_0420	34	12.0	False
LpyrH10_31_0560	10	6.0	False
LpyrH10_31_0680	35	23.0	False
LpyrH10_31_0690	34	33.0	False
LpyrH10_31_0710	65	20.0	False
LpyrH10_31_0900	48	48.0	True
LpyrH10_31_1050	36	17.0	False
LpyrH10_31_1070	34	18.0	False
LpyrH10_31_1100	36	36.0	True
LpyrH10_31_1170	34	11.0	False
LpyrH10_31_1200	12	11.0	False
LpyrH10_32_0350	34	34.0	True
LpyrH10_32_0400	34	34.0	True
LpyrH10_33_0150	31	7.0	False
LpyrH10_33_0310	34	34.0	True
LpyrH10_33_0580	35	6.0	False
LpyrH10_33_0700	36	7.0	False
LpyrH10_33_0720	31	10.0	False
LpyrH10_33_0900	55	54.0	False
LpyrH10_34_0140	35	35.0	True
LpyrH10_34_0200	31	31.0	True
LpyrH10_34_0230	66	7.0	False
LpyrH10_34_0550	69	19.0	False
LpyrH10_34_0620	33	33.0	True
LpyrH10_34_0710	336	31.0	False
LpyrH10_34_0810	63	59.0	False
LpyrH10_35_0060	30	30.0	True
LpyrH10_35_0160	33	12.0	False
LpyrH10_35_0230	35	31.0	False
LpyrH10_35_0420	35	6.0	False
LpyrH10_36_0020	64	18.0	False
LpyrH10_36_0090	30	30.0	True
LpyrH10_36_0210	35	35.0	True
LpyrH10_37_0130	54	53.0	False
LpyrH10_37_0500	67	6.0	False
LpyrH10_38_0050	60	18.0	False
LpyrH10_38_0490	49	13.0	False
LpyrH10_38_0600	35	35.0	True
LpyrH10_39_0080	37	37.0	True
LpyrH10_39_0140	36	6.0	False
LpyrH10_39_0180	49	38.0	False
LpyrH10_42_0060	42	13.0	False
Lsey_0001_0270	33	33.0	True
Lsey_0001_0310	13	11.0	False
Lsey_0001_0750	36	8.0	False
Lsey_0002_0020	20	6.0	False
Lsey_0002_0340	36	36.0	True
Lsey_0002_0650	37	6.0	False
Lsey_0003_0060	31	30.0	False
Lsey_0003_0470	32	6.0	False
Lsey_0003_0530	34	34.0	True
Lsey_0003_0560	39	38.0	False
Lsey_0003_0590	34	34.0	True
Lsey_0003_0600	33	6.0	False
Lsey_0004_0070	32	32.0	True
Lsey_0004_0440	33	6.0	False
Lsey_0004_0450	37	16.0	False
Lsey_0004_0500	34	34.0	True
Lsey_0004_0730	31		False
Lsey_0004_0770	35	6.0	False
Lsey_0004_0870	35	35.0	True
Lsey_0004_0920	11	1.0	False
Lsey_0005_0020	35	35.0	True
Lsey_0005_0080	35	10.0	False
Lsey_0005_0350	37	11.0	False
Lsey_0005_0480	35	35.0	True
Lsey_0005_0490	62	51.0	False
Lsey_0006_0030	35	23.0	False
Lsey_0006_0070	64	6.0	False
Lsey_0006_0110	63	17.0	False
Lsey_0006_0220	34	10.0	False
Lsey_0006_0310	50	49.0	False
Lsey_0006_0330	34	22.0	False
Lsey_0006_0420	34	34.0	True
Lsey_0006_0440	35	35.0	True
Lsey_0006_0590	32	32.0	True
Lsey_0006_0660	65	65.0	True
Lsey_0007_0670	35	33.0	False
Lsey_0008_0090	34	11.0	False
Lsey_0008_0130	32	32.0	True
Lsey_0008_0300	35	34.0	False
Lsey_0008_0390	12	8.0	False
Lsey_0008_0570	29	29.0	True
Lsey_0008_0600	29	5.0	False
Lsey_0008_0710	35	35.0	True
Lsey_0009_0360	38	38.0	True
Lsey_0009_0510	64	8.0	False
Lsey_0010_0050	35	35.0	True
Lsey_0010_0070	34	30.0	False
Lsey_0010_0090	70	9.0	False
Lsey_0010_0160	70	60.0	False
Lsey_0011_0290	31	31.0	True
Lsey_0012_0050	34	7.0	False
Lsey_0012_0430	32	32.0	True
Lsey_0012_0490	32	22.0	False
Lsey_0012_0580	31	29.0	False
Lsey_0013_0280	28	28.0	True
Lsey_0013_0300	29	29.0	True
Lsey_0014_0320	27	27.0	True
Lsey_0014_0510	38	35.0	False
Lsey_0015_0130	62	6.0	False
Lsey_0015_0170	35	6.0	False
Lsey_0016_0220	35	35.0	True
Lsey_0017_0170	56	56.0	True
Lsey_0017_0430	65	19.0	False
Lsey_0018_0140	23	23.0	True
Lsey_0018_0180	36	6.0	False
Lsey_0018_0210	35	35.0	True
Lsey_0018_0320	36	36.0	True
Lsey_0019_0090	35	35.0	True
Lsey_0020_0210	38	7.0	False
Lsey_0021_0020	34	6.0	False
Lsey_0021_0050	35	35.0	True
Lsey_0022_0130	33	9.0	False
Lsey_0022_0390	63	58.0	False
Lsey_0022_0420	70	69.0	False
Lsey_0023_0230	35	6.0	False
Lsey_0024_0100	28	28.0	True
Lsey_0025_0390	16	16.0	True
Lsey_0025_0510	27	26.0	False
Lsey_0026_0140	62	17.0	False
Lsey_0026_0340	23	23.0	True
Lsey_0029_0020	35	9.0	False
Lsey_0029_0280	32	8.0	False
Lsey_0031_0190	34	12.0	False
Lsey_0031_0240	29	29.0	True
Lsey_0031_0260	29	29.0	True
Lsey_0031_0470	64	43.0	False
Lsey_0032_0100	32	32.0	True
Lsey_0033_0130	65	52.0	False
Lsey_0033_0160	27	5.0	False
Lsey_0034_0070	36	36.0	True
Lsey_0034_0120	34	34.0	True
Lsey_0035_0090	33	33.0	True
Lsey_0036_0270	28	21.0	False
Lsey_0036_0310	63	24.0	False
Lsey_0037_0010	35	35.0	True
Lsey_0037_0040	63	57.0	False
Lsey_0037_0070	36	36.0	True
Lsey_0037_0250	33	33.0	True
Lsey_0038_0010	62	5.0	False
Lsey_0038_0260	10	10.0	True
Lsey_0038_0290	33	9.0	False
Lsey_0039_0150	32	13.0	False
Lsey_0042_0020	67	28.0	False
Lsey_0042_0080	35	6.0	False
Lsey_0042_0150	59	59.0	True
Lsey_0042_0170	18	5.0	False
Lsey_0042_0300	35	7.0	False
Lsey_0042_0400	36	36.0	True
Lsey_0043_0160	35	10.0	False
Lsey_0045_0160	35	30.0	False
Lsey_0046_0180	35	6.0	False
Lsey_0046_0320	35	13.0	False
Lsey_0048_0130	35	35.0	True
Lsey_0048_0300	34	34.0	True
Lsey_0050_0100	63	40.0	False
Lsey_0050_0200	34	7.0	False
Lsey_0052_0050	31	31.0	True
Lsey_0052_0070	34	34.0	True
Lsey_0052_0170	24	23.0	False
Lsey_0053_0170	32	32.0	True
Lsey_0056_0170	65	6.0	False
Lsey_0059_0070	35	10.0	False
Lsey_0060_0040	21	21.0	True
Lsey_0061_0010	29	29.0	True
Lsey_0061_0070	59	21.0	False
Lsey_0061_0130	34	34.0	True
Lsey_0063_0110	72	44.0	False
Lsey_0063_0210	34	34.0	True
Lsey_0064_0010	35	28.0	False
Lsey_0064_0120	60	24.0	False
Lsey_0065_0190	35	35.0	True
Lsey_0066_0180	35	35.0	True
Lsey_0066_0210	32	32.0	True
Lsey_0067_0060	62	61.0	False
Lsey_0067_0080	26	7.0	False
Lsey_0067_0160	38	38.0	True
Lsey_0067_0170	34	5.0	False
Lsey_0069_0060	22	22.0	True
Lsey_0070_0090	34	34.0	True
Lsey_0070_0150	35	10.0	False
Lsey_0071_0030	21	21.0	True
Lsey_0073_0050	37	11.0	False
Lsey_0073_0100	31	8.0	False
Lsey_0073_0180	34	34.0	True
Lsey_0073_0340	69	6.0	False
Lsey_0074_0060	34	31.0	False
Lsey_0075_0010	13	13.0	True
Lsey_0075_0140	131	18.0	False
Lsey_0075_0190	186	38.0	False
Lsey_0077_0060	33	33.0	True
Lsey_0077_0240	13	13.0	True
Lsey_0077_0250	25	25.0	True
Lsey_0078_0030	31	9.0	False
Lsey_0081_0130	61	50.0	False
Lsey_0081_0170	30	29.0	False
Lsey_0082_0130	63	34.0	False
Lsey_0082_0200	35	13.0	False
Lsey_0083_0010	33	6.0	False
Lsey_0084_0130	21	5.0	False
Lsey_0086_0090	34	34.0	True
Lsey_0086_0100	35	11.0	False
Lsey_0086_0140	28	6.0	False
Lsey_0086_0160	11	11.0	True
Lsey_0088_0030	14	14.0	True
Lsey_0088_0090	67	24.0	False
Lsey_0088_0160	35	35.0	True
Lsey_0089_0010	41	41.0	True
Lsey_0089_0200	35	10.0	False
Lsey_0089_0300	28	8.0	False
Lsey_0090_0160	33	17.0	False
Lsey_0091_0010	65	31.0	False
Lsey_0091_0250	23	23.0	True
Lsey_0091_0340	34	7.0	False
Lsey_0093_0070	37	12.0	False
Lsey_0093_0150	37	37.0	True
Lsey_0093_0160	46	34.0	False
Lsey_0093_0200	32	32.0	True
Lsey_0094_0050	26	8.0	False
Lsey_0094_0110	20	9.0	False
Lsey_0094_0210	68	5.0	False
Lsey_0094_0230	35	33.0	False
Lsey_0094_0280	66	6.0	False
Lsey_0096_0010	25	22.0	False
Lsey_0099_0150	35	6.0	False
Lsey_0101_0160	23	23.0	True
Lsey_0102_0080	60	22.0	False
Lsey_0103_0080	34	34.0	True
Lsey_0103_0150	21	21.0	True
Lsey_0106_0040	36	8.0	False
Lsey_0106_0080	28	28.0	True
Lsey_0106_0180	34	34.0	True
Lsey_0108_0050	30	30.0	True
Lsey_0109_0290	34	34.0	True
Lsey_0110_0020	35	33.0	False
Lsey_0110_0080	32	6.0	False
Lsey_0111_0080	24	24.0	True
Lsey_0112_0010	32	7.0	False
Lsey_0112_0190	47	15.0	False
Lsey_0112_0270	62	20.0	False
Lsey_0113_0020	62	6.0	False
Lsey_0115_0210	36	12.0	False
Lsey_0116_0080	14	14.0	True
Lsey_0116_0160	68	6.0	False
Lsey_0116_0170	24	6.0	False
Lsey_0117_0150	33	33.0	True
Lsey_0117_0190	66	12.0	False
Lsey_0118_0270	64	6.0	False
Lsey_0121_0090	31	30.0	False
Lsey_0121_0150	30	7.0	False
Lsey_0121_0230	33	33.0	True
Lsey_0126_0180	14	14.0	True
Lsey_0127_0130	28	28.0	True
Lsey_0128_0010	19	19.0	True
Lsey_0129_0210	48	48.0	True
Lsey_0132_0110	32	32.0	True
Lsey_0133_0060	33	33.0	True
Lsey_0138_0150	42	42.0	True
Lsey_0139_0160	62	23.0	False
Lsey_0142_0040	35	35.0	True
Lsey_0142_0100	35	9.0	False
Lsey_0142_0120	33	33.0	True
Lsey_0143_0030	16	16.0	True
Lsey_0144_0070	36	15.0	False
Lsey_0145_0120	32	32.0	True
Lsey_0145_0170	113	14.0	False
Lsey_0146_0020	25	25.0	True
Lsey_0146_0080	31	8.0	False
Lsey_0147_0090	65	46.0	False
Lsey_0152_0050	69	68.0	False
Lsey_0155_0080	35	35.0	True
Lsey_0155_0110	29	7.0	False
Lsey_0156_0050	33	33.0	True
Lsey_0159_0020	65	22.0	False
Lsey_0159_0180	33	33.0	True
Lsey_0159_0250	66	6.0	False
Lsey_0160_0060	26	26.0	True
Lsey_0160_0070	61	5.0	False
Lsey_0165_0050	34	34.0	True
Lsey_0166_0170	50	48.0	False
Lsey_0168_0110	36	18.0	False
Lsey_0169_0120	32	32.0	True
Lsey_0169_0130	133	133.0	True
Lsey_0171_0060	34	34.0	True
Lsey_0171_0190	32	32.0	True
Lsey_0172_0090	66	6.0	False
Lsey_0173_0120	32	32.0	True
Lsey_0174_0030	34	34.0	True
Lsey_0174_0120	235	31.0	False
Lsey_0176_0060	33	6.0	False
Lsey_0176_0080	34	34.0	True
Lsey_0179_0040	63	62.0	False
Lsey_0179_0120	34	34.0	True
Lsey_0181_0070	28	14.0	False
Lsey_0183_0100	29	8.0	False
Lsey_0184_0100	77	7.0	False
Lsey_0185_0020	36	11.0	False
Lsey_0185_0070	36	14.0	False
Lsey_0185_0080	34	34.0	True
Lsey_0187_0090	35	35.0	True
Lsey_0188_0170	59	6.0	False
Lsey_0190_0050	33	33.0	True
Lsey_0191_0190	62	47.0	False
Lsey_0191_0200	72	70.0	False
Lsey_0195_0130	36	9.0	False
Lsey_0196_0080	15	15.0	True
Lsey_0198_0060	32	32.0	True
Lsey_0200_0020	43	21.0	False
Lsey_0200_0130	33	33.0	True
Lsey_0203_0010	36	35.0	False
Lsey_0204_0170	55	6.0	False
Lsey_0205_0010	32	6.0	False
Lsey_0206_0060	64	17.0	False
Lsey_0207_0010	35	35.0	True
Lsey_0207_0060	35	34.0	False
Lsey_0209_0010	69	47.0	False
Lsey_0209_0110	35	35.0	True
Lsey_0210_0110	35	35.0	True
Lsey_0213_0060	25	25.0	True
Lsey_0216_0060	23	23.0	True
Lsey_0216_0140	32	32.0	True
Lsey_0217_0050	27	2.0	False
Lsey_0219_0010	16	16.0	True
Lsey_0219_0050	34	16.0	False
Lsey_0220_0060	35	35.0	True
Lsey_0220_0100	63	63.0	True
Lsey_0222_0080	37	6.0	False
Lsey_0222_0110	127	13.0	False
Lsey_0223_0020	39	13.0	False
Lsey_0223_0090	35	34.0	False
Lsey_0228_0030	63	7.0	False
Lsey_0229_0070	91	34.0	False
Lsey_0238_0070	194	67.0	False
Lsey_0242_0010	33	33.0	True
Lsey_0242_0100	37	37.0	True
Lsey_0245_0020	24	22.0	False
Lsey_0246_0010	63	8.0	False
Lsey_0247_0090	33	33.0	True
Lsey_0252_0090	36	11.0	False
Lsey_0252_0100	32	6.0	False
Lsey_0252_0130	35	6.0	False
Lsey_0254_0070	32	32.0	True
Lsey_0254_0120	37	11.0	False
Lsey_0255_0070	22	6.0	False
Lsey_0256_0020	21		False
Lsey_0256_0050	61	61.0	True
Lsey_0259_0070	27	5.0	False
Lsey_0261_0080	61	7.0	False
Lsey_0262_0040	28	5.0	False
Lsey_0265_0100	33	33.0	True
Lsey_0267_0140	61	60.0	False
Lsey_0269_0080	26	26.0	True
Lsey_0272_0100	47	21.0	False
Lsey_0273_0030	64	63.0	False
Lsey_0275_0040	35	35.0	True
Lsey_0279_0110	65	35.0	False
Lsey_0282_0030	67	39.0	False
Lsey_0283_0050	35	20.0	False
Lsey_0285_0080	31	11.0	False
Lsey_0285_0130	36	16.0	False
Lsey_0287_0060	33	8.0	False
Lsey_0287_0070	31	30.0	False
Lsey_0288_0020	62	15.0	False
Lsey_0292_0020	56	30.0	False
Lsey_0293_0070	10	10.0	True
Lsey_0296_0060	36	6.0	False
Lsey_0300_0020	34	31.0	False
Lsey_0312_0020	52	51.0	False
Lsey_0312_0030	35	35.0	True
Lsey_0312_0040	35	35.0	True
Lsey_0312_0070	66	28.0	False
Lsey_0315_0050	34	34.0	True
Lsey_0316_0010	64	61.0	False
Lsey_0318_0050	65	6.0	False
Lsey_0320_0030	60	7.0	False
Lsey_0320_0100	37	6.0	False
Lsey_0323_0020	21	10.0	False
Lsey_0327_0050	36	35.0	False
Lsey_0331_0040	31	31.0	True
Lsey_0332_0040	34	34.0	True
Lsey_0334_0050	34	31.0	False
Lsey_0336_0040	33	9.0	False
Lsey_0339_0070	34	31.0	False
Lsey_0340_0010	24	22.0	False
Lsey_0340_0060	35	6.0	False
Lsey_0345_0040	36	36.0	True
Lsey_0346_0040	58	54.0	False
Lsey_0349_0020	32	9.0	False
Lsey_0350_0040	33	19.0	False
Lsey_0356_0060	34	10.0	False
Lsey_0357_0070	16	16.0	True
Lsey_0360_0060	33	33.0	True
Lsey_0364_0040	35	6.0	False
Lsey_0366_0060	62	7.0	False
Lsey_0370_0050	66	26.0	False
Lsey_0375_0040	23	21.0	False
Lsey_0387_0050	70	67.0	False
Lsey_0393_0050	33	33.0	True
Lsey_0398_0010	29	29.0	True
Lsey_0403_0020	58	15.0	False
Lsey_0405_0050	59	54.0	False
Lsey_0411_0060	35	7.0	False
Lsey_0412_0040	35	35.0	True
Lsey_0413_0020	34	34.0	True
Lsey_0421_0040	34	34.0	True
Lsey_0441_0030	33	33.0	True
Lsey_0446_0040	70	13.0	False
Lsey_0462_0030	36	36.0	True
Lsey_0463_0030	24	24.0	True
Lsey_0467_0050	29	29.0	True
Lsey_0470_0030	35	35.0	True
Lsey_0476_0010	37	15.0	False
Lsey_0477_0030	11	11.0	True
Lsey_0490_0010	16	15.0	False
Lsey_0494_0030	27	26.0	False
Lsey_0501_0050	35	35.0	True
Lsey_0506_0010	35	23.0	False
Lsey_0508_0010	32	6.0	False
Lsey_0524_0010	37	37.0	True
Lsey_0528_0010	35	6.0	False
Lsey_0531_0010	35	35.0	True
Lsey_0532_0010	70	8.0	False
Lsey_0547_0010	16	13.0	False
Lsey_0549_0020	19	17.0	False
Lsey_0577_0010	67	9.0	False
Lsey_0588_0020	31	7.0	False
Lsey_0632_0010	10	9.0	False
Lsey_0661_0010	33	33.0	True
Lsey_0701_0010	86	11.0	False
Lsey_0837_0010	31	4.0	False
Lsey_0920_0010	11	3.0	False
Lsey_0942_0010	14	2.0	False
LtaP01.0640	33	32.0	False
LtaP02.0330	28	6.0	False
LtaP02.0400	32	32.0	True
LtaP02.0460	29	29.0	True
LtaP03.0170	32	8.0	False
LtaP03.0730	34	6.0	False
LtaP04.0820	22	4.0	False
LtaP05.0200	23	6.0	False
LtaP05.0450	34	34.0	True
LtaP05.0500	31	31.0	True
LtaP05.1320	20	2.0	False
LtaP06.0220	53	44.0	False
LtaP06.0730	32	32.0	True
LtaP06.0940	60	23.0	False
LtaP07.0070	60	54.0	False
LtaP07.0480	65	20.0	False
LtaP07.0540	12	12.0	True
LtaP08.0170	35	35.0	True
LtaP08.0240	53	37.0	False
LtaP08.0350	35	35.0	True
LtaP08.0790	15	15.0	True
LtaP09.0260	31	10.0	False
LtaP09.0470	32	29.0	False
LtaP09.1140	35	35.0	True
LtaP09.1360	68	6.0	False
LtaP10.0140	39	6.0	False
LtaP10.0230	35	35.0	True
LtaP10.1320	20	20.0	True
LtaP10.1490	25	24.0	False
LtaP11.0060	41	6.0	False
LtaP11.0130	33	33.0	True
LtaP11.0160	32	32.0	True
LtaP11.1030	47	8.0	False
LtaP12.0420	23	23.0	True
LtaP12.0460	35	35.0	True
LtaP12.1010	32	32.0	True
LtaP13.1530	119	12.0	False
LtaP13.1540	70	6.0	False
LtaP14.0190	36	11.0	False
LtaP14.0690	26	3.0	False
LtaP14.0930	61	10.0	False
LtaP14.1180	36	23.0	False
LtaP15.0650	35	19.0	False
LtaP15.0670	14		False
LtaP16.0360	32	32.0	True
LtaP16.0890	36	36.0	True
LtaP16.1180	65	24.0	False
LtaP17.0430	52	51.0	False
LtaP17.0550	29	29.0	True
LtaP18.0840	64	8.0	False
LtaP19.0510	31	31.0	True
LtaP19.0660	22	4.0	False
LtaP19.0760	62	7.0	False
LtaP19.1080	18	18.0	True
LtaP20.0020	29	7.0	False
LtaP20.0540	31	11.0	False
LtaP20.0730	35	35.0	True
LtaP20.1030	35	35.0	True
LtaP20.1050	17	17.0	True
LtaP21.0050	118	27.0	False
LtaP21.0160	49	48.0	False
LtaP21.0430	33	8.0	False
LtaP21.0680	47	7.0	False
LtaP21.1100	14	2.0	False
LtaP21.1970	66	6.0	False
LtaP22.0220	64	15.0	False
LtaP22.0470	25	9.0	False
LtaP22.0640	32	8.0	False
LtaP22.1440	34	1.0	False
LtaP23.0810	36	10.0	False
LtaP23.1400	64	44.0	False
LtaP24.0380	34	34.0	True
LtaP24.0520	29	29.0	True
LtaP24.1090	34	34.0	True
LtaP24.1920	79	12.0	False
LtaP24.2110	35	35.0	True
LtaP25.0380	35	10.0	False
LtaP25.0560	58	7.0	False
LtaP25.0910	34	34.0	True
LtaP26.0090	31	31.0	True
LtaP26.0390	32	9.0	False
LtaP26.0870	36	11.0	False
LtaP26.1360	27	7.0	False
LtaP26.1480	31	31.0	True
LtaP26.1670	13		False
LtaP26.2060	18	3.0	False
LtaP26.2480	34	14.0	False
LtaP27.0010	31	30.0	False
LtaP27.0160	49	22.0	False
LtaP27.0200	36	33.0	False
LtaP27.0800	30	7.0	False
LtaP27.0990	35	35.0	True
LtaP27.1010	28	2.0	False
LtaP27.1060	61	55.0	False
LtaP27.1820	35	12.0	False
LtaP27.2460	91	18.0	False
LtaP27.2640	53	7.0	False
LtaP28.0270	32	32.0	True
LtaP29.0540	30	30.0	True
LtaP29.0690	33	33.0	True
LtaP29.0820	63	8.0	False
LtaP29.0830	35	35.0	True
LtaP29.1850	17		False
LtaP29.2110	33	33.0	True
LtaP29.2610	27	9.0	False
LtaP30.1430	33	33.0	True
LtaP30.1710	27	7.0	False
LtaP30.1780	34	34.0	True
LtaP30.2170	35	12.0	False
LtaP30.2750	33	15.0	False
LtaP30.3150	35	35.0	True
LtaP30.3550	109	9.0	False
LtaP31.0080	30	18.0	False
LtaP31.0220	20	20.0	True
LtaP31.2030	68	66.0	False
LtaP31.3190	28	8.0	False
LtaP32.0690	33	6.0	False
LtaP32.1600	210	34.0	False
LtaP32.1670	58	25.0	False
LtaP32.1870	36	36.0	True
LtaP33.0680	55	15.0	False
LtaP33.1040	37	37.0	True
LtaP33.1210	34	34.0	True
LtaP33.1330	28	6.0	False
LtaP33.1670	25	12.0	False
LtaP33.2310	33	7.0	False
LtaP33.3080	15	15.0	True
LtaP34.0010	27	27.0	True
LtaP34.1320	33	33.0	True
LtaP34.3040	24	21.0	False
LtaP34.3240	41	8.0	False
LtaP35.0480	18	12.0	False
LtaP35.0910	31	4.0	False
LtaP35.1200	23	23.0	True
LtaP35.1420	30	30.0	True
LtaP35.1810	63	62.0	False
LtaP35.3220	33	10.0	False
LtaP35.4730	54	6.0	False
LtaP35.5020	35	35.0	True
LtaP36.0460	32	7.0	False
LtaP36.0580	126	11.0	False
LtaP36.1860	64	19.0	False
LtaP36.1990	10	10.0	True
LtaP36.2200	64	21.0	False
LtaP36.2850	10	10.0	True
LtaP36.3210	12		False
LtaP36.5340	34	34.0	True
LtaP36.5350	25	25.0	True
LtaP36.5490	22	22.0	True
LtaP36.5730	65	64.0	False
LtaP36.6380	33	8.0	False
LtaP36.6960	64	8.0	False
LtaP36.7280	27	4.0	False
LtaP36.7290	66	14.0	False
LtaPh_0101300	35	35.0	True
LtaPh_0105900	21	6.0	False
LtaPh_0204061	33	33.0	True
LtaPh_0204121	10	10.0	True
LtaPh_0301500	61	6.0	False
LtaPh_0305500	35	6.0	False
LtaPh_0401821	24	7.0	False
LtaPh_0404400	65	7.0	False
LtaPh_0409900	18	3.0	False
LtaPh_0411000	35	35.0	True
LtaPh_0506100	29	28.0	False
LtaPh_0605351	77	12.0	False
LtaPh_0606300	34	34.0	True
LtaPh_0608900	34	34.0	True
LtaPh_0702100	33	33.0	True
LtaPh_0800300	58	6.0	False
LtaPh_0803900	62	61.0	False
LtaPh_0806300	35	10.0	False
LtaPh_0808151	52	5.0	False
LtaPh_0810100	19	7.0	False
LtaPh_0903400	35	35.0	True
LtaPh_0903900	12	12.0	True
LtaPh_0907400	34	34.0	True
LtaPh_0907600	35	35.0	True
LtaPh_1002700	35	35.0	True
LtaPh_1003200	35	35.0	True
LtaPh_1007100	13	1.0	False
LtaPh_1009700	35	35.0	True
LtaPh_1011400	35	6.0	False
LtaPh_1100400	20		False
LtaPh_1102600	133	11.0	False
LtaPh_1208621	10	1.0	False
LtaPh_1302400	32	28.0	False
LtaPh_1303200	10	9.0	False
LtaPh_1307400	30	30.0	True
LtaPh_1313100	34	19.0	False
LtaPh_1313700	35	10.0	False
LtaPh_1315691	31	30.0	False
LtaPh_1401800	68	24.0	False
LtaPh_1405800	31	31.0	True
LtaPh_1408200	28	5.0	False
LtaPh_1411501	12		False
LtaPh_1507300	24	7.0	False
LtaPh_1513800	58	5.0	False
LtaPh_1602800	26	7.0	False
LtaPh_1610500	34	34.0	True
LtaPh_1612800	36	7.0	False
LtaPh_1616900	34	19.0	False
LtaPh_1702800	34	34.0	True
LtaPh_1801600	67	22.0	False
