Ortholog_Group	Gene ID	uniprot	pLDDT_mean
TM35_000251820	TcCLB.509561.80	Q4DDV7	72.0
Tc_MARK_2083	TcCLB.506835.10	Q4DGQ4	72.0
TcCL_NonESM01197	TcCLB.508153.1120	Q4E5Y3	72.0
ADEAN_000828300	ADEAN_000828300	A0A7G2CLP0	72.0
TvY486_0202070	TcCLB.506815.40	Q4CV81	72.0
TvY486_0907120	TEOVI_000195400	A0A1G4IDX2	72.0
TcSYL_0074610	TCDM_12775	V5AQ25	72.0
DQ04_03151100	TcCLB.510657.220	Q4DS19	72.0
TcSYL_0020130	TCDM_09089	V5AQU8	72.0
JKF63_07352	LINF_050007200	A4HSF5	72.0
C3747_40g247	TcCLB.509643.100	Q4DBN0	72.0
GH5_06577	Tb927.11.7070	Q384W4	72.0
TevSTIB805.10.680	TvY486_1000580	G0U556	72.0
TvY486_0502300	LMJSD75_080015100	Q4QI59	72.0
Tb927.11.13490	TvY486_1114330	G0U8M3	72.0
CFAC1_140015800	Tb927.10.13370	Q388R0	72.0
BSAL_68890c	LpyrH10_28_1100	A0A0M9FRV8	72.0
LpyrH10_06_4270	LpyrH10_06_4270	A0A0M9G3Z7	72.0
LSCM4_03742	LPMP_280070	A0A088RUV6	72.0
BSAL_59250	TcCLB.506301.40	Q4D0L4	72.0
CFAC1_110009400	LpyrH10_17_0320	A0A0N0DTJ2	72.0
PCON_0023340	Tb927.11.9190	Q384A9	72.0
Tc_MARK_3778	TcCLB.504797.60	Q4DJ23	71.0
LAEL147_000213300	LdBPK_150580.1	A0A6J8F7J0	71.0
LPAL13_320032200	LtaPh_3226600	A0A640KPC6	71.0
PCON_0026410	TcCLB.511507.30	Q4DB15	71.0
ADEAN_000050100	TcCLB.507841.40	Q4CYY0	71.0
TcCL_ESM08706	TcCLB.508047.11	Q4DCQ1	71.0
TcIL3000_9_3440	TcCLB.510729.130	Q4DWX1	71.0
TM35_000063640	TM35_000063640	A0A1X0P468	71.0
DQ04_02341070	TcCLB.509029.160	Q4DL48	71.0
TcIL3000_0_06940	Tb427.08.3640	Q580Y4	71.0
Baya_045_0300	TvY486_0807510	G0TZW6	71.0
DQ04_00081240	LmxM.20.0180	E9AUF8	71.0
PCON_0010740	LINF_300019100	A4I5G6	71.0
PCON_0035460	LtaPh_0702300	A0A640KEV8	71.0
TevSTIB805.9.6680	TcIL3000_9_3410	G0UU80	71.0
DQ04_03681040	TcCLB.506857.50	Q4D9J5	71.0
TcIL3000_3_2660	Tb927.3.4020	Q57WD8	71.0
GH5_05778	LDHU3_21.1140	A0A504XJQ4	71.0
BSAL_68025	Tb927.10.7730	Q38AJ1	71.0
DQ04_04121010	Tb427.04.2950	Q583X2	71.0
TcYC6_0088770	TcCLB.510099.50	Q4DAE7	71.0
Tb427_090025700	Tb927.9.4420	Q38F99	71.0
LSM04_003679	Tc_MARK_4596	A0A2V2VFU3	71.0
ADEAN_001033700	Tb927.11.6470	Q385C2	71.0
PCON_0030490	TCSYLVIO_004784	A0A2V2X3S1	71.0
ECC02_001178	TcCLB.511277.550	Q4E5E0	71.0
TM35_000271440	TM35_000271440	A0A1X0NPE0	71.0
TCDM_05762	TcCLB.510359.290	Q4E543	71.0
TcCL_Unassigned04379	C3747_80g104	A0A2V2WL62	71.0
LtaP25.0380	Lsey_0027_0150	A0A0N1PDW5	71.0
DQ04_09771010	TcCLB.503511.10	Q4CMG2	71.0
C3747_135g86	C3747_266g23	A0A2V2UKC4	71.0
DQ04_01601010	TCDM_02025	V5B7N4	71.0
LAEL147_000138800	LpyrH10_22_1080	A0A0M9FU52	71.0
LmjF.25.0490	LINF_250010200	A4I191	71.0
Baya_017_0590	TcCLB.510519.149	Q4DEA1	71.0
LtaPh_0409900	LMJLV39_040015900	Q9NF92	71.0
TcCL_ESM10355	Tb927.6.3460	Q584Y6	71.0
TcYC6_0121340	ADEAN_000076100	A0A7G2C0S3	71.0
Baya_014_0520	TvY486_0501530	G0TVH8	71.0
TM35_000032980	TcCLB.511285.80	Q4DH99	71.0
DQ04_00831070	TM35_000152890	A0A1X0NWE2	71.0
TcIL3000_5_2720	TcCLB.509179.130	Q4DPZ2	71.0
LAMA_000357700	TM35_000063330	A0A1X0P3E0	71.0
DQ04_01731040	TcCL_NonESM00635	A0A2V2WIT4	71.0
Lsey_0185_0020	LMJLV39_180017900	Q4QDR9	71.0
TcCL_NonESM01198	TcCLB.508153.1130	Q4E5Y2	71.0
DQ04_03041020	TcCLB.508503.30	Q4D213	71.0
CFAC1_280065500	LINF_360068000	A4IDZ5	71.0
Tc_MARK_1540	Tb927.4.5160	Q584J0	71.0
DQ04_00141220	TcCLB.509795.50	Q4D3I8	71.0
Baya_007_0240	LINF_360058000	A4IDR3	71.0
TRSC58_06491	TcCLB.511719.10	Q4CWU2	71.0
TM35_000083600	TEOVI_000228700	A0A1G4IED6	71.0
BSAL_45120	ADEAN_000379900	A0A7G2CBM4	71.0
TvY486_1013040	TcIL3000_10_11570	G0UYA9	71.0
PCON_0036270	LpyrH10_05_3370	A0A0N0VFY7	71.0
LSM04_003928	Tb927.11.2780	Q386N2	71.0
TRSC58_00695	BCY84_15287	A0A7J6YG31	71.0
LmxM.27.2500	LINF_270033200	A4I332	71.0
TvY486_1109440	TcCLB.508601.70	Q4DBQ3	71.0
ECC02_000677	TcCLB.507063.100	Q4E023	71.0
TcIL3000_4_2450	TcCLB.506559.30	Q4E5C4	71.0
LSM04_008877	Lsey_0241_0060	A0A0N0P3Y2	71.0
Tc_MARK_4690	TRSC58_03205	A0A061J739	71.0
TRSC58_03756	TEOVI_000134400	A0A1G4ICN8	71.0
TvY486_0024670	TvY486_0030500	F9WRU0	71.0
TCDM_11733	C3747_174g69	A0A2V2W4Q3	71.0
BSAL_42505	Tb927.11.14000	Q382D7	71.0
TCSYLVIO_000114	C3747_204g73	A0A2V2VWV1	71.0
ECC02_003017	TcCLB.505945.80	Q4D3U3	71.0
BSAL_27955	TvY486_0901980	G0U272	71.0
GH5_03104	LINF_320019600	A4I7V6	71.0
ECC02_000548	C3747_66g136	A0A2V2WRG1	71.0
TM35_000292150	TcCLB.508857.60	Q4DLM4	71.0
Lsey_0242_0100	LINF_040005600	A4HS01	71.0
Baya_095_0130	Tc_MARK_5050	A0A2V2X852	71.0
BSAL_71785	LINF_360025300	A4IDG0	71.0
PCON_0066310	LINF_240028000	A4I127	71.0
LSM04_007371	TcCLB.510187.230	Q4E4C9	71.0
CFAC1_300015300	ADEAN_000647100	A0A7G2CGG2	71.0
Tb427_010010000	TcCLB.511423.104	Q4DGI0	71.0
DQ04_13751000	TcIL3000_0_55030	F9WCE1	71.0
Baya_047_0300	Tb927.9.10660	Q38DV0	71.0
CFAC1_090019600	Tb927.5.2420	Q582C3	71.0
EMOLV88_360077400	Lsey_0034_0230	A0A0N1PD17	71.0
LSCM1_02425	LINF_340047250	A4IAG5	71.0
DQ04_03681070	LINF_220011000	A4HZT3	71.0
Tc_MARK_1200	TvY486_0704930	G0TYW2	71.0
TcYC6_0047360	Tb927.5.830	Q57W28	71.0
CFAC1_230015200	Tb927.3.1860	Q57ZC5	71.0
Baya_105_0150	LINF_300010800	A4I585	71.0
ECC02_005824	TcCLB.510105.130	Q4DZU1	71.0
Lsey_0312_0070	TCDM_09570	V5B9M4	71.0
JKF63_05599	LINF_240017050	A4I0V6	71.0
CFAC1_290061000	ADEAN_000234300	A0A7G2C587	71.0
TM35_000351240	TcCLB.506647.10	Q4CST5	71.0
DQ04_11241010	TM35_000791070	A0A1X0NEU8	71.0
LTULEM423_250020500	TcIL3000.A.H_000315200	Q57WZ5	71.0
TcCL_NonESM11274	Tb427.07.4090	Q57UN9	71.0
ADEAN_000377800	TvY486_1115200	G0U8V4	71.0
LSM04_000154	TM35_000072750	A0A1X0P1X6	71.0
Lsey_0006_0030	LINF_300020900	A4I5I7	71.0
LSM04_001875	TcCLB.510861.94	Q4DPH2	71.0
ECC02_006577	TcCLB.506625.160	Q4DUC5	71.0
ADEAN_000704400	TRSC58_01974	A0A061J846	71.0
PCON_0039010	TcCLB.506661.80	Q4DHX6	71.0
LSM04_003263	TcCLB.506247.420	Q4E112	71.0
CFAC1_300104000	LINF_350057600	A4IC38	71.0
LmxM.33.0510	LINF_340010700	A4I9M1	71.0
LtaP06.0940	TcCLB.510303.180	Q4DZ04	71.0
TcCL_Unassigned03267	TvY486_0404350	G0TUY0	71.0
LpyrH10_11_1560	Tb927.8.6880	Q57TS5	71.0
Baya_004_0800	TcBrA4_0062730	A0A2V2WPI8	71.0
TcIL3000.A.H_000568500	TRSC58_07089	A0A061ITW4	71.0
CUR178_06656	LpyrH10_30_0080	A0A0N0DRJ3	71.0
TvY486_1102770	TvY486_1102770	G0UAF9	71.0
Baya_073_0250	LdBPK_283120.1	E9BK28	71.0
LMARLEM2494_330023500	TcCLB.509213.110	Q4DGX7	71.0
DQ04_00681090	TM35_000082870	A0A1X0P1T4	71.0
TvY486_1108530	Tb927.11.7820	Q384N6	71.0
CFAC1_230036500	TcCLB.508355.280	Q4E3A1	71.0
ADEAN_000132300	LINF_310019300	A4I6Q2	71.0
DQ04_02501040	TcCLB.504933.30	Q4CRE8	71.0
TRSC58_02962	LtaPh_2201300	A0A640KG06	71.0
TvY486_1009080	TvY486_1009080	G0U7K5	71.0
TcIL3000_1_1720	TcCLB.506529.310	Q4E5Q1	71.0
Tc_MARK_10316	TcCLB.510715.90	Q4DJR9	71.0
LPMP_010320	LINF_010008100	E9AG17	71.0
EMOLV88_050013900	LINF_050014500	A4HSL5	71.0
BCY84_03156	Tb927.11.1060	Q387E4	71.0
EMOLV88_240016800	LdBPK_241670.1	E9BH29	71.0
LMARLEM2494_300031900	Tb427.06.3870	Q585Y5	71.0
Tc_MARK_13	Tb427.08.5730	Q57X09	71.0
Baya_137_0110	LINF_260024800	A4I2C3	71.0
Baya_018_0350	TcIL3000_7_2420	G0UPX1	71.0
LPAL13_230016700	LdBPK_231020.1	A0A504XS71	71.0
LMJFC_360014700	LINF_360013200	A4ICQ8	71.0
LSM04_009679	Tb927.11.860	Q387G4	71.0
LpyrH10_14_1100	Lsey_0033_0100	A0A0N1I1M1	71.0
TcCL_ESM06987	TCDM_08778	V5BBI8	71.0
Baya_079_0260	LpyrH10_28_0510	A0A0M9FRP9	71.0
Baya_087_0290	Tb927.7.4760	Q57X92	71.0
TCDM_02901	TcBrA4_0013990	A0A2V2XEM6	71.0
JKF63_04542	LpyrH10_10_0520	A0A0M9FZS7	71.0
TM35_000041500	LbrM.34.5120	A4HNH9	71.0
DQ04_00411220	TcCLB.503559.80	Q4DCC1	71.0
DQ04_02321010	TM35_000081290	A0A1X0P0F6	71.0
TRSC58_06057	TcCLB.503839.19	Q4CWV2	71.0
PCON_0076090	TcCLB.504251.9	Q4CSQ7	71.0
TvY486_1012390	Tb927.10.12740	Q388X0	71.0
Baya_223_0040	BSAL_74955	A0A0S4IV06	71.0
LtaP14.0190	LINF_140006900	A4HVW2	71.0
Tb1125.Tb11.v5.0168	TcIL3000_7_4030	G0UQC8	71.0
Lsey_0081_0130	Tb427.07.2170	Q57XQ7	71.0
ADEAN_000212300	Tb927.10.4220	Q38BH8	71.0
Lsey_0147_0090	TcIL3000_0_10620	F9WFM9	71.0
C3747_24g17	Tb927.7.6440	Q582L5	71.0
JKF63_02478	LINF_320017400	A4I7T4	71.0
PCON_0052730	TM35_000032610	A0A1X0P6K8	71.0
PCON_0019000	ADEAN_000139100	A0A7G2C5B4	71.0
TcG_03671	Tb927.3.1850	Q57ZC6	71.0
Baya_015_0670	TcCLB.506227.30	Q4DSW5	71.0
DQ04_05021010	TcIL3000_10_1790	G0UVK4	71.0
LAEL147_000766700	TM35_000045100	A0A1X0P5T1	71.0
BSAL_17395	BSAL_17395	A0A0S4JBE4	71.0
TcBrA4_0088970	TCDM_12884	V5CJU2	71.0
Baya_147_0130	Tb927.8.5710	Q57X11	71.0
TcYC6_0136450	TcCLB.507427.10	Q4CSI1	71.0
C4B63_272g15	C4B63_272g15	A0A2V2ULH1	71.0
LINF_230010200	LMJFC_230011400	Q4QBC5	71.0
TM35_000071600	TcCLB.506831.50	Q4D4C8	71.0
LpyrH10_31_0710	ADEAN_000882800	A0A7G2CN81	71.0
DQ04_00601040	BSAL_80450	A0A0S4IYH2	71.0
LMARLEM2494_140011100	LPAL13_140010700	A0A088S589	71.0
ADEAN_000756500	TcCLB.508175.39	Q4E2Z0	71.0
TEOVI_000089500	TcCL_ESM03698	A0A2V2V703	71.0
TEOVI_000022100	Tb427.08.3680	Q580Y8	71.0
Tb427tmp.01.3670	Tb927.11.11810	Q383A0	71.0
TcCL_ESM03384	TcCLB.509445.20	Q4CR20	71.0
TRSC58_02489	TcCLB.508827.110	Q4DK36	71.0
Lsey_0004_0500	LpyrH10_06_3750	A0A0N0DWK3	71.0
LpyrH10_02_2660	LINF_320029300	A4I852	71.0
TcCLB.506321.330	Tb927.5.2980	Q57ZX4	71.0
TcCL_ESM12313	TcCLB.503703.30	Q4D868	71.0
C4B63_253g13	TcCLB.510131.20	Q4D5I4	71.0
Baya_106_0150	BSAL_89080	A0A0S4J6F2	71.0
TvY486_0906610	Tb927.9.13330	Q38D91	71.0
ADEAN_000377400	ADEAN_000377400	A0A7G2CDV4	71.0
DQ04_02541100	TcCLB.510519.90	Q4DEA7	71.0
LAMA_000721100	ADEAN_000304300	A0A7G2C6Z4	71.0
DQ04_01671030	TcCLB.508241.30	Q4DG33	71.0
DQ04_01821040	TcIL3000_0_11550	F9WFX7	71.0
LSM04_008814	TcCLB.506509.50	Q4CY66	71.0
TvY486_0022110	Tbg972.7.6170	C9ZTI2	71.0
TRSC58_01926	TcCLB.510687.20	Q4D9Y6	71.0
LpyrH10_02_5870	Tb927.11.9080	Q384C0	71.0
Baya_147_0040	TcCLB.511925.50	Q4D0H3	71.0
TcIL3000_0_21740	Tb927.8.1250	Q57VN0	71.0
CFAC1_270022500	Tb927.7.2390	Q57XN5	71.0
TcYC6_0022040	TcCLB.416883.9	Q4CKY9	71.0
TvY486_1109160	LINF_280009800	A4I3C1	71.0
LtaPh_2918000	LBRM2903_290024600	A4HHH8	71.0
BCY84_04672	TcCLB.506229.70	Q4D4P7	71.0
TvY486_0905340	Tb927.9.11560	Q38DN2	71.0
JKF63_03006	LdBPK_302230.1	A0A6J8FJV8	71.0
BCY84_10180	TcCLB.507071.130	Q4E3E4	71.0
LBRM2903_200069600	LINF_200017600	A4HYW8	71.0
TcYC6_0098710	ECC02_000338	A0A7J6YJG1	71.0
TM35_000014010	TRSC58_00435	A0A061JE85	71.0
TCSYLVIO_008218	TcCLB.510283.150	Q4DDP5	71.0
Tc_MARK_551	Tb927.11.6980	Q384X3	71.0
BCY84_19454	TM35_000591270	A0A1X0NG99	71.0
DQ04_05521040	TM35_000431150	A0A1X0NIS8	71.0
LGELEM452_240011700	TcCLB.504131.140	Q4DMB9	71.0
LSCM1_05003	Lsey_0360_0070	A0A0N1P9I9	71.0
JKF63_07211	LBRM2903_040006400	A4H3T2	71.0
CFAC1_280044400	LINF_360048800	A4ICZ8	71.0
CFAC1_290061800	Tb427.04.1500	Q581T1	71.0
LSM04_004831	TcCLB.509911.74	Q4DFQ0	71.0
Lsey_0008_0710	LINF_350028300	A4IBC2	71.0
LbrM.22.2.000820	LpyrH10_01_0900	A0A0N0VHM0	71.0
TM35_000152660	TcCLB.503551.20	Q4CSA3	71.0
TvY486_0021390	Tb927.4.4090	Q57Y13	71.0
TRSC58_05052	TcCLB.506833.60	Q4CYX4	71.0
DQ04_01141080	TcCLB.506855.20	Q4E1T9	71.0
ADEAN_001015400	Tb927.8.4380	Q57VZ7	71.0
Lsey_0031_0190	LbrM.28.0730	A4HGB1	71.0
TCDM_14345	TcCLB.509885.64	Q4D3E9	71.0
JKF63_04645	Lsey_0095_0230	A0A0N0P667	71.0
LtaP26.2480	LINF_260028700	A4I2G0	71.0
LSCM4_04794	LINF_230023600	A4I0K2	71.0
Tc_MARK_7759	TcCLB.506513.80	Q4DPI9	71.0
TvY486_0704290	Tb927.7.4260	Q57UQ6	71.0
LdCL_090021100	LdBPK_091470.1	A0A504X1B5	71.0
LAMA_000555600	LmxM.28.0100	E9AZH1	71.0
TcCL_ESM06993	TcCLB.511595.59	Q4CZB9	71.0
TCDM_04616	BSAL_57665	A0A0S4IQU6	71.0
TcIL3000.11.16780	TCDM_02665	V5DMA8	71.0
Tbg972.11.15140	LINF_090021600	A4HU63	71.0
TvY486_0604450	LpyrH10_04_6820	A0A0N0DY40	71.0
TvY486_0100740	ADEAN_000267900	A0A7G2C7Z9	71.0
LSM04_008857	LINF_240018200	A4I0W8	71.0
TCSYLVIO_009480	TcCLB.511777.10	Q4CLR6	71.0
C3747_148g82	C3747_280g4	A0A2V2VD59	71.0
C4B63_184g7	LbrM.27.2530	A0A3P3ZAL0	71.0
BSAL_52145	BSAL_68850c	A0A0S4J0Q2	71.0
TcCLB.507765.70	Tb927.11.6510	Q385B8	71.0
Tb427.03.5400	TcCLB.508409.150	Q4DWT1	71.0
C4B63_109g58	TcCLB.506951.80	Q4D6F8	71.0
TvY486_1111870	ECC02_005180	A0A7J6Y5D7	71.0
LdBPK_010840.1	LDHU3_01.0950	A0A504Y1D3	71.0
LpyrH10_04_2230	LINF_190020500	A4HYH1	71.0
Tb427tmp.01.4330	Tb927.11.12490	Q382T2	71.0
Lsey_0152_0050	TcCLB.503487.40	Q4CYM0	71.0
LpyrH10_11_2250	LINF_240025400	A4I100	71.0
LpyrH10_05_3510	LINF_340039900	A4IA96	71.0
TcIL3000.A.H_000479500	LINF_300036500	A4I5Z0	71.0
LmxM.30.0221	LDHU3_31.0290	A0A3Q8IIB3	71.0
DQ04_01361060	Tb927.5.3320	Q57Z61	71.0
LtaPh_3131400	LINF_310035400	A4I775	71.0
C4B63_70g98	Tb927.11.6850	Q384Y5	71.0
Baya_021_0040	Lsey_0214_0060	A0A0N0P490	71.0
LSCM1_07807	LpyrH10_07_3490	A0A0M9FZX3	71.0
TM35_000312070	ADEAN_000803000	A0A7G2CKW7	71.0
Baya_285_0030	ADEAN_000195500	A0A7G2C3Z3	71.0
PCON_0023160	TcIL3000.11.9110	F9W4B9	71.0
Lsey_0023_0230	LINF_280024200	E9AHG7	71.0
Tb427_100128800	TcCLB.510253.20	Q4CQE8	71.0
TcG_13311	ECC02_009120	A0A7J6XU67	71.0
DQ04_07021000	Tb927.10.3640	Q38BN5	71.0
PCON_0047950	TcCLB.510733.10	Q4D446	71.0
BSAL_36015	Tb927.10.10800	Q389Q0	70.0
ADEAN_000495900	Tb927.10.15200	Q387Z1	70.0
LpyrH10_14_1110	BSAL_63955	A0A0S4KMF6	70.0
PCON_0078450	LpyrH10_32_0130	A0A0M9FQH4	70.0
JKF63_00217	Lsey_0046_0220	A0A0N0P7A7	70.0
C3747_618g4	BCY84_17872	A0A7J6XXF9	70.0
LSM04_005941	TRSC58_04104	A0A061J4H2	70.0
TcIL3000.A.H_000507800	TcCLB.511817.220	Q4DYA4	70.0
CFAC1_060021000	TcBrA4_0116740	A0A2V2W919	70.0
ECC02_006323	TcCLB.506963.70	Q4DB23	70.0
DQ04_02361080	Tb927.9.3840	Q38FE9	70.0
LENLEM3045_300016300	LINF_300015600	A4I5D1	70.0
TRSC58_02475	TcCLB.506529.440	Q4E5N7	70.0
TM35_000301470	LBRM2903_130012800	A4H777	70.0
EMOLV88_320012800	LtaPh_3208900	A0A640KQM5	70.0
Baya_317_0020	Tb927.11.13000	Q382N5	70.0
TcIL3000.A.H_000903500	TEOVI_000157800	A0A1G4ICR5	70.0
LmjF.11.0070	TcCLB.506777.110	Q4DC65	70.0
TM35_000371550	TcBrA4_0038840	A0A2V2V0B1	70.0
TvY486_0022610	TvY486_0022840	F9WPV5	70.0
TCSYLVIO_003439	BSAL_49980	A0A0S4IN57	70.0
LMJFC_200008500	LbrM.20.4530	A0A3P3Z5I8	70.0
LSM04_008561	TRSC58_06037	A0A061IWM5	70.0
DQ04_01691060	TCDM_07138	V5AV62	70.0
DQ04_09791010	TvY486_0600380	G0TWA9	70.0
LdCL_110009100	LpyrH10_18_0540	A0A0N0DTD9	70.0
TM35_000141240	TcCLB.508405.70	Q4D5G9	70.0
TM35_000461640	Tb927.11.13670	Q382H0	70.0
LTULEM423_130011800	Lsey_0044_0250	A0A0N1PDC5	70.0
TcCL_ESM11514	TCDM_13171	V5ANZ0	70.0
Tc_MARK_10197	TCDM_10555	V5AM89	70.0
TevSTIB805.8.680	Tb427.08.780	Q57YF3	70.0
TcCL_ESM10226	TcCLB.509265.120	Q4DGT1	70.0
ADEAN_000617600	ADEAN_000394500	A0A7G2CCP0	70.0
TM35_000063670	TcCLB.503823.120	Q4DLG7	70.0
TM35_000142310	TcCLB.506479.60	Q4DIA6	70.0
EMOLV88_320017100	LpyrH10_02_1520	A0A0M9G894	70.0
Lsey_0168_0110	LINF_310018300	A4I6P4	70.0
CFAC1_240040000	LpyrH10_26_0950	A0A0M9FSG7	70.0
TevSTIB805.10.770	TcCLB.506855.60	Q4E1T8	70.0
LpyrH10_08_1430	LINF_290017200	A4I4H0	70.0
TcIL3000_4_80	Tb427.04.400	Q57UT5	70.0
LARLEM1108_300035700	TcCLB.509065.33	Q4DHF5	70.0
TcCLB.510101.200	Tb927.11.6320	Q385D7	70.0
LmxM.33.3870	LBRM2903_200048700	A4HBA8	70.0
LpyrH10_08_0140	LPMP_290110	A0A088RUX0	70.0
C3747_19g85	Tb927.10.9100	Q38A64	70.0
LpyrH10_02_5900	LMJFC_280027300	Q4Q881	70.0
CFAC1_060021700	LdBPK_150110.1	E9BC52	70.0
CFAC1_050016400	LINF_090014200	A4HU01	70.0
TM35_000081920	Tb927.10.9930	Q389Y3	70.0
LMARLEM2494_100011600	Tbg972.8.3840	C9ZVK4	70.0
LTULEM423_300013800	LINF_300013500	A4I5B2	70.0
BSAL_81670	Lsey_0184_0140	A0A0N1PCI0	70.0
LPMP_191230	LINF_190019900	A4HYG6	70.0
ADEAN_000006300	Tb927.5.3880	Q57U78	70.0
CFAC1_300025300	LPAL13_280021600	A0A088RUU3	70.0
TCDM_04460	TcCLB.506871.120	Q4DNK2	70.0
Tbg972.7.1240	Tb927.7.1280	Q57WS2	70.0
TcIL3000_9_5500	TcIL3000_9_5500	G0UUS8	70.0
CFAC1_300043900	LdBPK_282890.1	E9BK09	70.0
CFAC1_290032500	Lsey_0141_0200	A0A0N1IKH0	70.0
CFAC1_090022700	TM35_000201120	A0A1X0NTA7	70.0
ADEAN_000662100	Tb927.8.2180	Q581W4	70.0
Lsey_0013_0280	Lsey_0013_0280	A0A0N1I846	70.0
Lsey_0014_0510	TM35_000231440	A0A1X0NRR0	70.0
BSAL_78715	TcCLB.507317.40	Q4D1U6	70.0
BSAL_77370	LINF_260012900	A4I210	70.0
JKF63_06376	LbrM.07.0140	A0A3P3YYN0	70.0
Lsey_0007_0670	LdCL_310006300	A0A504XD77	70.0
TM35_000012470	TcIL3000_3_1620	G0UK30	70.0
ADEAN_000464900	Tb927.11.470	Q387K4	70.0
LSM04_006123	Tb927.11.11140	Q383G4	70.0
LpyrH10_25_0210	LINF_200020800	A4HYZ3	70.0
TcIL3000_0_21950	TM35_000881110	A0A1X0NFE2	70.0
LmxM.26.2090	LMJLV39_260027400	Q4Q8Y3	70.0
ECC02_001039	TCSYLVIO_006106	A0A2V2XL82	70.0
TcCLB.506979.40	TcCLB.506979.40	A0A2V2W2Y9	70.0
TcCLB.509153.130	TcCLB.509153.130	Q4DLR7	70.0
BCY84_19902	BSAL_45400	A0A0S4JUZ3	70.0
DQ04_07371000	TcCLB.506855.350	Q4E1U1	70.0
TM35_000312080	Tb927.11.12350	Q382U6	70.0
LPAL13_030007100	TcCLB.510943.30	Q4DRU3	70.0
TcIL3000_9_660	ECC02_009283	A0A2V2VFP9	70.0
LpyrH10_05_3960	LINF_340044800	A4IAE0	70.0
LdBPK_210710.1	LmxM.21.0650	E9AV31	70.0
Baya_019_0520	Tb927.11.16040	Q381I2	70.0
TcCLB.507357.35	TcCLB.507723.20	Q4DQK0	70.0
LtaPh_2402200	LdBPK_240220.1	A0A504XUI2	70.0
Baya_193_0130	Tb927.7.1490	Q57WQ1	70.0
EMOLV88_190010100	Tb927.10.15250	Q387Y6	70.0
LMJLV39_350031400	Tb927.9.13350	Q38D89	70.0
TvY486_1009300	Tb927.10.9380	Q38A37	70.0
LSM04_000396	TM35_000311800	A0A1X0NMP0	70.0
TCDM_05911	TCSYLVIO_010345	A0A2V2VDV4	70.0
Lsey_0089_0010	TCDM_14424	V5AWA0	70.0
TcIL3000_7_2770	TM35_000291110	A0A1X0NPW9	70.0
TcIL3000_8_5040	TcCLB.511217.100	Q4DVD1	70.0
DQ04_04241050	TcCLB.506227.120	Q4DSV8	70.0
DQ04_10351000	TcCLB.511721.10	Q4CNW7	70.0
PCON_0003330	TM35_000051750	A0A1X0P4V7	70.0
TCDM_10144	TM35_000411800	A0A1X0NL23	70.0
LpyrH10_11_1640	TcBrA4_0124740	A0A2V2WRG5	70.0
ECC02_012598	ECC02_009769	A0A7J6XS94	70.0
BSAL_90230	LdBPK_301650.1	E9BLQ8	70.0
ADEAN_000308600	LINF_330029500	A4I944	70.0
TEOVI_000394800	TcCLB.505939.70	Q4D6K5	70.0
LPAL13_150007500	LDHU3_15.0340	A0A3Q8IA55	70.0
Lsey_0002_0020	ADEAN_000604800	A0A7G2CGC0	70.0
Baya_015_0110	LbrM.25.1490	A0A3P3Z8M7	70.0
Tb927.5.420	Tb927.5.420	Q57VX1	70.0
LpyrH10_39_0080	LINF_070007400	A4HT40	70.0
Baya_043_0180	LbrM.09.1270	A4H5V0	70.0
JKF63_06514	LbrM.18.0320	A0A3P3Z363	70.0
LMJFC_360010000	LpyrH10_09_0430	A0A0M9G0T4	70.0
Lsey_0021_0050	LINF_210008400	A4HZB7	70.0
ADEAN_000333300	Tb927.7.1370	Q57WR3	70.0
DQ04_11181010	TcCLB.509039.30	Q4CU42	70.0
EMOLV88_210007700	LpyrH10_14_0370	A0A0M9FXK2	70.0
Lsey_0077_0240	Lsey_0077_0240	A0A0N0P6X9	70.0
TM35_000321730	TcCLB.506529.410	Q4E5P1	70.0
Tb427_080073700	TM35_000152120	A0A1X0NVZ1	70.0
Lsey_0086_0160	LpyrH10_05_1730	A0A0N0DWU1	70.0
LSM04_005293	Tb427.07.3950	Q57UM5	70.0
TcIL3000.A.H_000621700	ADEAN_000725100	A0A7G2CNE1	70.0
EMOLV88_220018200	LdBPK_221250.1	A0A504Y6R2	70.0
TcIL3000.A.H_000447400	Tb927.5.296b	B2ZWB8	70.0
LSM04_001204	Tb927.10.3730	Q38BM6	70.0
TM35_000161640	TcCLB.506297.10	Q4E0R7	70.0
Baya_001_0080	TcIL3000_10_5590	G0UWM7	70.0
TcCL_NonESM03652	C3747_72g232	A0A2V2WQH4	70.0
TcG_12387	C4B63_78g69	A0A2V2UW07	70.0
JKF63_03766	LpyrH10_32_0830	A0A0M9FQK1	70.0
CFAC1_150032900	TcCLB.509767.30	Q4DSD2	70.0
TcBrA4_0105980	TM35_000211420	A0A1X0NS62	70.0
Tb427tmp.02.0352	TCDM_01592	V5DQC4	70.0
CFAC1_220034400	LbrM.13.0420	A4H749	70.0
TcCLB.508823.110	LINF_280015600	A4I3H7	70.0
TRSC58_01860	TM35_000361720	A0A1X0NKL8	70.0
DQ04_00111140	ECC02_002564	A0A2V2VY46	70.0
LSCM4_05867	LINF_210021500	A4HZD1	70.0
LmjF.33.0170	LtaPh_3302000	A0A640KPX1	70.0
ECC02_005300	TcCLB.506649.30	Q4DE36	70.0
LSM04_007731	ECC02_001278	A0A7J6YFI9	70.0
